time,x0,x1,speed,h
0,0.2,0.8,0.28284271247461906,0
0.05,0.1896154465532067,0.8103845534467933,0.30487167696008405,0
0.1,0.17842210097924358,0.8215778990207565,0.3286163486386254,0
0.15,0.16635697119007106,0.833643028809929,0.3542103539080845,0
0.2,0.15335215901236235,0.8466478409876377,0.38179772654483013,0
0.25,0.13933447808121668,0.8606655219187834,0.4115337182735975,0
0.3,0.12422504197384916,0.8757749580261509,0.44358567246787084,0
0.35000000000000003,0.10793882026542263,0.8920611797345774,0.47813396589767876,0
0.4,0.09038416000866502,0.909615839991335,0.5153730238246166,0
0.45,0.0714622699443329,0.9285377300556671,0.5555124141566833,0
0.5,0.0510666645398453,0.9489333354601548,0.5987780268204379,0
0.55,0.029082564727338018,0.9709174352726619,0.6454133449875552,0
0.6,0.005386251968711195,0.9946137480312888,0.6956808153097822,0
0.65,0,1,0,0
0.7000000000000001,0,1,0,0
0.75,0,1,0,0
0.8,0,1,0,0
0.85,0,1,0,0
0.9,0,1,0,0
0.9500000000000001,0,1,0,0
1,0,1,0,0
1.05,0,1,0,0
1.1,0,1,0,0
1.1500000000000001,0,1,0,0
1.2,0,1,0,0
1.25,0,1,0,0
1.3,0,1,0,0
1.35,0,1,0,0
1.4000000000000001,0,1,0,0
1.45,0,1,0,0
1.5,0,1,0,0
1.55,0,1,0,0
1.6,0,1,0,0
1.6500000000000001,0,1,0,0
1.7,0,1,0,0
1.75,0,1,0,0
1.8,0,1,0,0
1.85,0,1,0,0
1.9000000000000001,0,1,0,0
1.95,0,1,0,0
2,0,1,0,0
2.05,0,1,0,0
2.1,0,1,0,0
2.15,0,1,0,0
2.2,0,1,0,0
2.25,0,1,0,0
2.3000000000000003,0,1,0,0
2.35,0,1,0,0
2.4,0,1,0,0
2.45,0,1,0,0
2.5,0,1,0,0
2.5500000000000003,0,1,0,0
2.6,0,1,0,0
2.65,0,1,0,0
2.7,0,1,0,0
2.75,0,1,0,0
2.8000000000000003,0,1,0,0
2.85,0,1,0,0
2.9,0,1,0,0
2.95,0,1,0,0
3,0,1,0,0
3.0500000000000003,0,1,0,0
3.1,0,1,0,0
3.15,0,1,0,0
3.2,0,1,0,0
3.25,0,1,0,0
3.3000000000000003,0,1,0,0
3.35,0,1,0,0
3.4,0,1,0,0
3.45,0,1,0,0
3.5,0,1,0,0
3.5500000000000003,0,1,0,0
3.6,0,1,0,0
3.65,0,1,0,0
3.7,0,1,0,0
3.75,0,1,0,0
3.8000000000000003,0,1,0,0
3.85,0,1,0,0
3.9,0,1,0,0
3.95,0,1,0,0
4,0,1,0,0
4.05,0,1,0,0
4.1,0,1,0,0
4.15,0,1,0,0
4.2,0,1,0,0
4.25,0,1,0,0
4.3,0,1,0,0
4.3500000000000005,0,1,0,0
4.4,0,1,0,0
4.45,0,1,0,0
4.5,0,1,0,0
4.55,0,1,0,0
4.6000000000000005,0,1,0,0
4.65,0,1,0,0
4.7,0,1,0,0
4.75,0,1,0,0
4.8,0,1,0,0
4.8500000000000005,0,1,0,0
4.9,0,1,0,0
4.95,0,1,0,0
5,0,1,0,0
5.05,0,1,0,0
5.1000000000000005,0,1,0,0
5.15,0,1,0,0
5.2,0,1,0,0
5.25,0,1,0,0
5.3,0,1,0,0
5.3500000000000005,0,1,0,0
5.4,0,1,0,0
5.45,0,1,0,0
5.5,0,1,0,0
5.55,0,1,0,0
5.6000000000000005,0,1,0,0
5.65,0,1,0,0
5.7,0,1,0,0
5.75,0,1,0,0
5.8,0,1,0,0
5.8500000000000005,0,1,0,0
5.9,0,1,0,0
5.95,0,1,0,0
6,0,1,0,0
6.05,0,1,0,0
6.1000000000000005,0,1,0,0
6.15,0,1,0,0
6.2,0,1,0,0
6.25,0,1,0,0
6.3,0,1,0,0
6.3500000000000005,0,1,0,0
6.4,0,1,0,0
6.45,0,1,0,0
6.5,0,1,0,0
6.55,0,1,0,0
6.6000000000000005,0,1,0,0
6.65,0,1,0,0
6.7,0,1,0,0
6.75,0,1,0,0
6.8,0,1,0,0
6.8500000000000005,0,1,0,0
6.9,0,1,0,0
6.95,0,1,0,0
7,0,1,0,0
7.05,0,1,0,0
7.1000000000000005,0,1,0,0
7.15,0,1,0,0
7.2,0,1,0,0
7.25,0,1,0,0
7.3,0,1,0,0
7.3500000000000005,0,1,0,0
7.4,0,1,0,0
7.45,0,1,0,0
7.5,0,1,0,0
7.55,0,1,0,0
7.6000000000000005,0,1,0,0
